date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:38:15	87412/87412	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Apr%202022%2010:38:12%20GMT	https://suramericanfood.wordpress.com/tag/convenio-latino/	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/tag/convenio-latino/index.html	(from https://suramericanfood.wordpress.com/)
12:38:15	11775/11775	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Feb%202021%2008:54:46%20GMT	https://suramericanfood.files.wordpress.com/2021/02/chicha.jpg?w=620	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/chicha1c26.jpg	(from https://suramericanfood.wordpress.com/)
12:38:15	88650/88650	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Apr%202022%2010:38:13%20GMT	https://suramericanfood.wordpress.com/tag/criolla/	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/tag/criolla/index.html	(from https://suramericanfood.wordpress.com/)
12:38:15	82489/82489	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Apr%202022%2010:38:13%20GMT	https://suramericanfood.wordpress.com/tag/eumerica/	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/tag/eumerica/index.html	(from https://suramericanfood.wordpress.com/)
12:38:15	58109/58109	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2008:22:52%20GMT	https://suramericanfood.files.wordpress.com/2021/02/pristinos-600x600-1.jpg	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/pristinos-600x600-1.jpg	(from https://suramericanfood.wordpress.com/)
12:38:16	75337/75337	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Apr%202022%2010:38:14%20GMT	https://suramericanfood.wordpress.com/tag/guisos/	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/tag/guisos/index.html	(from https://suramericanfood.wordpress.com/)
12:38:18	88489/88489	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Apr%202022%2010:38:14%20GMT	https://suramericanfood.wordpress.com/tag/maritima/	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/tag/maritima/index.html	(from https://suramericanfood.wordpress.com/)
12:38:19	24056/24056	---MCZ	200	added ('OK')	application/javascript	etag:W/%226218fdc4-5df8%22	http://0.gravatar.com/js/gprofiles.js?ver=202215z	C:/Mis%20lugares%20Web/prueba2/0.gravatar.com/js/gprofilesdcb9.js	(from https://suramericanfood.wordpress.com/)
12:38:19	135264/135264	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2009:05:25%20GMT	https://suramericanfood.files.wordpress.com/2021/02/pisco_sour_20100613b.jpg?w=620	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/pisco_sour_20100613b1c26.jpg	(from https://suramericanfood.wordpress.com/)
12:38:19	82929/82929	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Apr%202022%2010:38:14%20GMT	https://suramericanfood.wordpress.com/tag/navideno/	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/tag/navideno/index.html	(from https://suramericanfood.wordpress.com/)
12:38:19	868/868	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc31a9-465%22	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240h	C:/Mis%20lugares%20Web/prueba2/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohodc5c.js	(from https://suramericanfood.wordpress.com/)
12:38:19	75118/75118	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Apr%202022%2010:38:17%20GMT	https://suramericanfood.wordpress.com/tag/postre/	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/tag/postre/index.html	(from https://suramericanfood.wordpress.com/)
12:38:20	91187/91187	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Apr%202022%2010:38:17%20GMT	https://suramericanfood.wordpress.com/tag/vegetales/	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/tag/vegetales/index.html	(from https://suramericanfood.wordpress.com/)
12:38:20	50514/50514	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:18%20GMT	https://suramericanfood.wordpress.com/GET	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/GET	(from https://suramericanfood.wordpress.com/)
12:38:20	8203/8203	---M--	200	added ('OK')	image/png	etag:%225bfee30d-200b%22	https://s2.wp.com/i/logo/wpcom-gray-white.png	C:/Mis%20lugares%20Web/prueba2/s2.wp.com/i/logo/wpcom-gray-white.png	(from https://suramericanfood.wordpress.com/)
12:38:20	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:18%20GMT	https://suramericanfood.wordpress.com/?share=twitter	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/index9a7b.html	(from https://suramericanfood.wordpress.com/)
12:38:20	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:18%20GMT	https://suramericanfood.wordpress.com/?share=facebook	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/index5a58.html	(from https://suramericanfood.wordpress.com/)
12:38:20	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:18%20GMT	https://suramericanfood.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fsuramericanfood.wordpress.com%2F	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/wp-admin/customizedf81.php	(from https://suramericanfood.wordpress.com/)
12:38:21	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:19%20GMT	https://suramericanfood.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsuramericanfood.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fsuramericanfood.wordpress.com%252F&reauth=1	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/wp-login6f92.php	(from https://suramericanfood.wordpress.com/)
12:38:21	15458/15458	---MCZ	200	added ('OK')	text/css	etag:W/%2261439ab3-4620%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20210915	C:/Mis%20lugares%20Web/prueba2/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar2866.css	(from https://suramericanfood.wordpress.com/)
12:38:21	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:19%20GMT	https://suramericanfood.wordpress.com/testimonial/alicia-garrido/?share=twitter	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/testimonial/alicia-garrido/index9a7b.html	(from https://suramericanfood.wordpress.com/)
12:38:21	10828/10828	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624b18ad-346d%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20220329	C:/Mis%20lugares%20Web/prueba2/s0.wp.com/wp-content/mu-plugins/actionbar/actionbarb516.js	(from https://suramericanfood.wordpress.com/)
12:38:21	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:19%20GMT	https://suramericanfood.wordpress.com/testimonial/alicia-garrido/?share=facebook	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/testimonial/alicia-garrido/index5a58.html	(from https://suramericanfood.wordpress.com/)
12:38:21	9411/9411	---MCZ	200	added ('OK')	text/css	etag:W/%226202f11e-24c3%22	https://s1.wp.com/wp-content/mu-plugins/jetpack/_inc/blocks/slideshow/view.css?m=1644359952h&cssminify=yes	C:/Mis%20lugares%20Web/prueba2/s1.wp.com/wp-content/mu-plugins/jetpack/_inc/blocks/slideshow/viewca3d.css	(from https://suramericanfood.wordpress.com/)
12:38:21	73015/73015	---MCZ	200	added ('OK')	application/javascript	etag:W/%226103e7a0-11d37%22	https://s1.wp.com/wp-includes/js/dist/vendor/lodash.min.js?m=1627645843h&ver=4.17.19	C:/Mis%20lugares%20Web/prueba2/s1.wp.com/wp-includes/js/dist/vendor/lodash.min71ed.js	(from https://suramericanfood.wordpress.com/)
12:38:22	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:19%20GMT	https://suramericanfood.wordpress.com/testimonial/armando-paredes/?share=twitter	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/testimonial/armando-paredes/index9a7b.html	(from https://suramericanfood.wordpress.com/)
12:38:22	10813/10813	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261dc645f-2a3d%22	http://stats.wp.com/w.js?63	C:/Mis%20lugares%20Web/prueba2/stats.wp.com/w03af.js	(from https://suramericanfood.wordpress.com/)
12:38:22	1023/1023	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2014%20Apr%202022%2010:38:20%20GMT	https://suramericanfood.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://suramericanfood.wordpress.com/)
12:38:22	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:20%20GMT	https://suramericanfood.wordpress.com/testimonial/armando-paredes/?share=facebook	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/testimonial/armando-paredes/index5a58.html	(from https://suramericanfood.wordpress.com/)
12:38:22	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2014%20Apr%202022%2010:38:20%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/Mis%20lugares%20Web/prueba2/pixel.wp.com/b0b80.gif	(from https://suramericanfood.wordpress.com/)
12:38:23	96325/96325	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2011:06:55%20GMT	https://suramericanfood.files.wordpress.com/2021/02/locro_argentino.jpg?w=700	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/locro_argentino9dfb.jpg	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:23	318945/318945	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2011:13:55%20GMT	https://suramericanfood.files.wordpress.com/2021/02/asado-argentino-parrilla.jpg?w=1024	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/asado-argentino-parrilla2dff.jpg	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:24	126259/126259	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2011:18:56%20GMT	https://suramericanfood.files.wordpress.com/2021/02/dulce-de-leche-argentina.jpg?w=1024	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/dulce-de-leche-argentina2dff.jpg	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:24	145244/145244	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2011:22:53%20GMT	https://suramericanfood.files.wordpress.com/2021/02/pizza-argentina.jpg?w=1024	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/pizza-argentina2dff.jpg	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:24	91510/91510	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2011:32:27%20GMT	https://suramericanfood.files.wordpress.com/2021/02/chipas_de_argentina.jpg?w=1024	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/chipas_de_argentina2dff.jpg	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:25	225629/225629	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2011:38:31%20GMT	https://suramericanfood.files.wordpress.com/2021/02/alfajores-argentinos.jpg?w=1024	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/alfajores-argentinos2dff.jpg	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:25	208802/208802	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2012:00:40%20GMT	https://suramericanfood.files.wordpress.com/2021/02/matambre-arrollado.jpg?w=1024	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/matambre-arrollado2dff.jpg	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:25	171403/171403	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2012:26:44%20GMT	https://suramericanfood.files.wordpress.com/2021/02/bombilla-yerba-mate.jpg?w=1024	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/bombilla-yerba-mate2dff.jpg	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:25	50550/50550	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:23%20GMT	https://suramericanfood.wordpress.com/comida-argentina/GET	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/comida-argentina/GET	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:26	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:24%20GMT	https://suramericanfood.wordpress.com/comida-argentina/?share=twitter	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/comida-argentina/index9a7b.html	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:26	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:24%20GMT	https://suramericanfood.wordpress.com/comida-argentina/?share=facebook	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/comida-argentina/index5a58.html	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:26	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:24%20GMT	https://suramericanfood.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fsuramericanfood.wordpress.com%2Fcomida-argentina%2F	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/wp-admin/customizef64c.php	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:26	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:24%20GMT	https://suramericanfood.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsuramericanfood.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fsuramericanfood.wordpress.com%252Fcomida-argentina%252F&reauth=1	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/wp-login99d9.php	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:26	32095/32095	---MCZ	200	added ('OK')	text/css	etag:W/%22613669c5-7d5f%22	https://s0.wp.com/_static/??/wp-content/mu-plugins/carousel/swiper-bundle.css,/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1630955947j&cssminify=yes	C:/Mis%20lugares%20Web/prueba2/s0.wp.com/_static/index9467.html	(from https://suramericanfood.wordpress.com/comida-argentina/)
12:38:26	92693/92693	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2012:47:58%20GMT	https://suramericanfood.files.wordpress.com/2021/02/feijoada-brasil-e1500815487431.jpeg?w=800	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/feijoada-brasil-e150081548743175cc.jpg	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:27	85008/85008	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2013:01:01%20GMT	https://suramericanfood.files.wordpress.com/2021/02/picanha-carne-brasil-e1500762921861.jpg?w=800	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/picanha-carne-brasil-e150076292186175cc.jpg	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:27	78772/78772	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2013:23:39%20GMT	https://suramericanfood.files.wordpress.com/2021/02/moqueca-de-pescado-e1500766830195.jpeg?w=800	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/moqueca-de-pescado-e150076683019575cc.jpg	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:27	190307/190307	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2013:32:54%20GMT	https://suramericanfood.files.wordpress.com/2021/02/carne-acaraje-brasil.jpg?w=800	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/carne-acaraje-brasil75cc.jpg	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:28	75526/75526	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2014:18:47%20GMT	https://suramericanfood.files.wordpress.com/2021/02/cosquinha-siri-brasil-e1500817224410.jpg?w=800	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/cosquinha-siri-brasil-e150081722441075cc.jpg	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:28	103421/103421	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2014:22:41%20GMT	https://suramericanfood.files.wordpress.com/2021/02/pan-queso-brasil-e1500825121256.jpg?w=800	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/pan-queso-brasil-e150082512125675cc.jpg	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:28	103481/103481	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2014:31:58%20GMT	https://suramericanfood.files.wordpress.com/2021/02/moquecabrasil.jpg?w=810	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/moquecabrasila04d.jpg	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:29	200852/200852	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Feb%202021%2014:37:27%20GMT	https://suramericanfood.files.wordpress.com/2021/02/tender-abacaxi-farofa.jpg?w=750	C:/Mis%20lugares%20Web/prueba2/suramericanfood.files.wordpress.com/2021/02/tender-abacaxi-farofa0353.jpg	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:29	50550/50550	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:27%20GMT	https://suramericanfood.wordpress.com/comida-brasilena/GET	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/comida-brasilena/GET	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:29	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:27%20GMT	https://suramericanfood.wordpress.com/comida-brasilena/?share=twitter	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/comida-brasilena/index9a7b.html	(from https://suramericanfood.wordpress.com/comida-brasilena/)
12:38:29	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Apr%202022%2010:38:27%20GMT	https://suramericanfood.wordpress.com/comida-brasilena/?share=facebook	C:/Mis%20lugares%20Web/prueba2/suramericanfood.wordpress.com/comida-brasilena/index5a58.html	(from https://suramericanfood.wordpress.com/comida-brasilena/)
